CHROM	BIN_START	N_SNPS	TajimaD
chr03	38240000	712	1.41456
chr03	38250000	648	1.3798
chr03	38260000	608	1.1505
chr03	38270000	572	0.844448
chr03	38280000	506	0.679916
chr03	38290000	565	0.726482
chr03	38300000	647	0.632688
chr03	38310000	730	0.580632
chr03	38320000	783	0.501647
chr03	38330000	811	0.531745
chr03	38340000	889	0.479149
chr03	38350000	920	0.45444
chr03	38360000	972	0.509866
chr03	38370000	961	0.381874
chr03	38380000	967	0.386159
chr03	38390000	950	0.420299
chr03	38400000	860	0.494824
chr03	38410000	809	0.568259
chr03	38420000	727	0.649709
chr03	38430000	729	0.918727
chr03	38440000	760	1.19207
chr03	38450000	733	1.42932
chr03	38460000	654	1.61942
chr03	38470000	597	1.94031
chr03	38480000	661	1.80056
chr03	38490000	610	1.79489
chr03	38500000	589	1.75982
chr03	38510000	532	1.75458
chr03	38520000	553	1.52574
chr03	38530000	449	1.30194
chr03	38540000	336	0.992181
chr03	38550000	338	0.320618
chr03	38560000	333	0.0992095
chr03	38570000	345	0.220354
chr03	38580000	319	0.261984
chr03	38590000	335	0.364186
chr03	38600000	363	0.25831
chr03	38610000	444	0.234754
chr03	38620000	475	0.159435
chr03	38630000	544	0.126744
chr03	38640000	566	0.0573506
chr03	38650000	547	0.0104526
chr03	38660000	618	-0.0185479
chr03	38670000	643	-0.127774
chr03	38680000	649	-0.1093
chr03	38690000	641	-0.247215
chr03	38700000	608	-0.257065
chr03	38710000	565	-0.387143
chr03	38720000	511	-0.376646
chr03	38730000	456	-0.522075
chr03	38740000	441	-0.583886
chr03	38750000	416	-0.422986
chr03	38760000	330	-0.436738
chr03	38770000	287	-0.558235
chr03	38780000	242	-0.927847
chr03	38790000	225	-0.851789
chr03	38800000	216	-0.921794
chr03	38810000	192	-0.842714
chr03	38820000	181	-0.894096
chr03	38830000	196	-0.573163
chr03	38840000	219	-0.357593
chr03	38850000	248	-0.336145
chr03	38860000	283	-0.351896
chr03	38870000	339	-0.386608
chr03	38880000	360	-0.370744
chr03	38890000	374	-0.463665
chr03	38900000	446	-0.570907
chr03	38910000	492	-0.63652
chr03	38920000	481	-0.605914
chr03	38930000	451	-0.697805
chr03	38940000	412	-0.80541
chr03	38950000	423	-0.658259
chr03	38960000	405	-0.619609
chr03	38970000	383	-0.119914
chr03	38980000	420	0.333557
chr03	38990000	435	0.575137
chr03	39000000	452	1.27429
chr03	39010000	513	1.67624
chr03	39020000	614	1.737
chr03	39030000	677	1.8313
chr03	39040000	696	1.82314
chr03	39050000	728	1.92066
chr03	39060000	782	1.88854
chr03	39070000	812	1.61169
chr03	39080000	860	1.17365
chr03	39090000	829	1.10493
chr03	39100000	732	0.913229
chr03	39110000	609	0.754595
chr03	39120000	518	0.520581
chr03	39130000	449	0.249503
chr03	39140000	435	0.210825
chr03	39150000	371	-0.288513
chr03	39160000	322	-0.54367
chr03	39170000	276	-0.522111
chr03	39180000	218	-0.5823
chr03	39190000	216	-0.507176
chr03	39200000	236	-0.629672
chr03	39210000	260	-0.472109
chr03	39220000	306	-0.142905
chr03	39230000	340	0.120026
chr03	39240000	408	0.546457
chr03	39250000	464	1.07144
chr03	39260000	457	1.10295
chr03	39270000	430	1.21
chr03	39280000	388	1.73429
chr03	39290000	413	1.84719
chr03	39300000	435	2.115
chr03	39310000	501	2.24468
chr03	39320000	497	2.34413
chr03	39330000	505	2.24678
chr03	39340000	465	1.91625
chr03	39350000	399	1.59082
chr03	39360000	442	1.44537
chr03	39370000	446	1.37067
chr03	39380000	427	1.31351
chr03	39390000	404	1.14934
chr03	39400000	384	0.862519
chr03	39410000	326	0.325874
chr03	39420000	277	-0.161578
chr03	39430000	259	-0.429395
chr03	39440000	218	-0.257113
chr03	39450000	203	-0.217386
chr03	39460000	141	-0.471703
chr03	39470000	122	-0.492463
chr03	39480000	117	-0.498992
chr03	39490000	102	-0.453328
chr03	39500000	80	-0.386759
chr03	39510000	63	0.311716
chr03	39520000	107	0.828859
chr03	39530000	104	1.00424
chr03	39540000	122	0.690505
chr03	39550000	180	1.19555
chr03	39560000	276	1.92115
chr03	39570000	357	1.23353
chr03	39580000	413	1.04049
chr03	39590000	430	0.999051
chr03	39600000	470	0.859043
chr03	39610000	500	0.811269
chr03	39620000	451	0.791655
chr03	39630000	462	0.794497
chr03	39640000	607	0.766531
chr03	39650000	626	0.347385
chr03	39660000	644	-0.432578
chr03	39670000	664	-0.489107
chr03	39680000	710	-0.653487
chr03	39690000	805	-0.780594
chr03	39700000	847	-0.816048
chr03	39710000	850	-0.932993
chr03	39720000	880	-0.93828
chr03	39730000	880	-0.972546
chr03	39740000	739	-1.29288
chr03	39750000	727	-1.14761
chr03	39760000	648	-1.06469
chr03	39770000	564	-0.973711
chr03	39780000	465	-0.859222
chr03	39790000	384	-0.605879
chr03	39800000	319	-0.463969
chr03	39810000	290	-0.316013
chr03	39820000	293	-0.299161
chr03	39830000	283	-0.416928
chr03	39840000	295	-0.253055
chr03	39850000	266	-0.358207
chr03	39860000	252	-0.348663
chr03	39870000	302	-0.371662
chr03	39880000	371	-0.379616
chr03	39890000	389	-0.430893
chr03	39900000	469	-0.181609
chr03	39910000	487	-0.11545
chr03	39920000	555	0.0451671
chr03	39930000	638	0.189246
chr03	39940000	650	0.27229
chr03	39950000	648	0.26221
chr03	39960000	653	0.291919
chr03	39970000	648	0.400558
chr03	39980000	607	0.508989
chr03	39990000	583	0.573991
chr03	40000000	500	0.48102
chr03	40010000	463	0.426913
chr03	40020000	418	0.485257
chr03	40030000	322	0.520244
chr03	40040000	276	0.331735
chr03	40050000	242	0.471575
chr03	40060000	216	0.565012
chr03	40070000	154	0.487066
chr03	40080000	117	0.537482
chr03	40090000	107	0.724474
chr03	40100000	233	0.304754
chr03	40110000	253	0.444881
chr03	40120000	223	0.305838
chr03	40130000	210	0.245501
chr03	40140000	249	0.482847
chr03	40150000	263	0.516765
chr03	40160000	271	0.529
chr03	40170000	366	0.366068
chr03	40180000	498	0.306747
chr03	40190000	543	0.210093
chr03	40200000	458	0.343844
chr03	40210000	495	0.221274
chr03	40220000	518	0.13614
chr03	40230000	543	0.0642796
chr03	40240000	505	-0.0578198
chr03	40250000	505	-0.0058383
chr03	40260000	526	-0.0191102
chr03	40270000	448	-0.0374407
chr03	40280000	316	-0.111066
chr03	40290000	256	-0.0513461
chr03	40300000	202	-0.143042
chr03	40310000	145	-0.155255
chr03	40320000	92	-0.0180899
chr03	40330000	62	0.541826
chr03	40340000	61	0.473101
chr03	40350000	47	-0.233965
chr03	40360000	18	-0.572369
chr03	40370000	1	1.63557
chr03	40380000	1	1.63557
chr03	40390000	1	1.63557
chr03	40400000	12	0.399171
chr03	40410000	14	0.493162
chr03	40420000	17	0.784381
chr03	40430000	18	0.629722
chr03	40440000	28	0.0616141
chr03	40450000	28	0.0616141
chr03	40460000	28	0.0616141
chr03	40470000	39	0.190679
chr03	40480000	47	0.699016
chr03	40490000	56	0.672385
chr03	40500000	135	-0.38509
chr03	40510000	182	-0.531327
chr03	40520000	231	-0.553512
chr03	40530000	272	-0.490594
chr03	40540000	344	-0.550897
chr03	40550000	370	-0.595393
chr03	40560000	388	-0.581157
chr03	40570000	383	-0.552661
chr03	40580000	386	-0.617195
chr03	40590000	413	-0.720739
chr03	40600000	362	-0.671554
chr03	40610000	356	-0.64441
chr03	40620000	343	-0.713165
chr03	40630000	334	-0.790156
chr03	40640000	311	-0.529827
chr03	40650000	299	-0.469124
chr03	40660000	295	-0.464015
chr03	40670000	366	-0.379771
chr03	40680000	365	-0.429384
chr03	40690000	367	-0.214287
chr03	40700000	381	-0.125297
chr03	40710000	398	0.0228722
chr03	40720000	397	0.144393
chr03	40730000	420	0.387851
chr03	40740000	401	0.318942
chr03	40750000	420	0.208856
chr03	40760000	476	0.032458
chr03	40770000	436	-0.158724
chr03	40780000	474	-0.251879
chr03	40790000	502	-0.439541
chr03	40800000	488	-0.559226
chr03	40810000	482	-0.730863
chr03	40820000	475	-0.788285
chr03	40830000	448	-1.02376
chr03	40840000	480	-0.911306
chr03	40850000	532	-0.904349
chr03	40860000	488	-0.815854
chr03	40870000	550	-0.694036
chr03	40880000	669	-0.519669
chr03	40890000	666	-0.352882
chr03	40900000	684	-0.359202
chr03	40910000	671	-0.39199
chr03	40920000	688	-0.46295
chr03	40930000	778	-0.350018
chr03	40940000	753	-0.336395
chr03	40950000	720	-0.216532
chr03	40960000	715	-0.207817
chr03	40970000	656	-0.170343
chr03	40980000	566	-0.378343
chr03	40990000	618	-0.745319
chr03	41000000	731	-0.782554
chr03	41010000	786	-0.85877
chr03	41020000	792	-0.839725
chr03	41030000	690	-1.02893
chr03	41040000	674	-1.11478
chr03	41050000	633	-1.20792
chr03	41060000	641	-1.20867
chr03	41070000	694	-1.16261
chr03	41080000	702	-0.982929
chr03	41090000	632	-0.751152
chr03	41100000	493	-0.648071
chr03	41110000	483	-0.348175
chr03	41120000	481	-0.294765
chr03	41130000	480	-0.286775
chr03	41140000	460	-0.296441
chr03	41150000	526	-0.214474
chr03	41160000	515	-0.26424
chr03	41170000	460	-0.225232
chr03	41180000	384	-0.268397
chr03	41190000	359	-0.325834
chr03	41200000	373	-0.128156
chr03	41210000	334	0.0658841
chr03	41220000	344	0.380841
chr03	41230000	420	0.290678
chr03	41240000	474	0.568989
chr03	41250000	442	0.544568
chr03	41260000	471	0.500803
chr03	41270000	470	0.542607
chr03	41280000	511	0.469232
chr03	41290000	591	0.368849
chr03	41300000	556	0.283336
chr03	41310000	518	0.213035
chr03	41320000	476	0.0717807
chr03	41330000	397	0.174432
chr03	41340000	348	-0.270067
chr03	41350000	331	-0.373325
chr03	41360000	290	-0.342331
chr03	41370000	262	-0.447267
chr03	41380000	231	-0.435664
chr03	41390000	174	-0.358101
chr03	41400000	187	-0.220294
chr03	41410000	237	-0.149554
chr03	41420000	268	-0.145903
chr03	41430000	377	-0.456376
chr03	41440000	411	-0.473809
chr03	41450000	393	-0.447114
chr03	41460000	423	-0.534916
chr03	41470000	460	-0.655335
chr03	41480000	559	-0.890876
chr03	41490000	597	-1.04389
chr03	41500000	643	-1.06261
chr03	41510000	584	-1.18488
chr03	41520000	581	-1.23782
chr03	41530000	506	-1.11691
chr03	41540000	541	-0.886348
chr03	41550000	569	-0.832776
chr03	41560000	565	-0.813401
chr03	41570000	553	-0.668147
chr03	41580000	486	-0.398394
chr03	41590000	491	0.147451
chr03	41600000	469	0.430625
chr03	41610000	518	0.499912
chr03	41620000	497	0.66557
chr03	41630000	506	0.693395
chr03	41640000	458	0.697091
chr03	41650000	439	0.716889
chr03	41660000	451	0.674176
chr03	41670000	465	0.600125
chr03	41680000	443	0.655041
chr03	41690000	376	0.305928
chr03	41700000	479	0.181047
chr03	41710000	458	0.0027086
chr03	41720000	463	-0.014542
chr03	41730000	435	-0.104476
chr03	41740000	433	-0.225647
chr03	41750000	472	-0.327404
chr03	41760000	468	-0.364349
chr03	41770000	491	-0.097807
chr03	41780000	526	0.0114548
chr03	41790000	573	0.156765
chr03	41800000	481	0.154772
chr03	41810000	509	0.273809
chr03	41820000	521	0.24607
chr03	41830000	550	0.105599
chr03	41840000	573	0.0124707
chr03	41850000	589	0.245086
chr03	41860000	745	0.609959
chr03	41870000	819	0.544765
chr03	41880000	814	0.423033
chr03	41890000	879	0.0848022
chr03	41900000	855	-0.0132976
chr03	41910000	818	-0.0673115
chr03	41920000	815	-0.147216
chr03	41930000	774	-0.112757
chr03	41940000	731	-0.0266468
chr03	41950000	663	-0.137896
chr03	41960000	480	-0.766874
chr03	41970000	361	-1.41446
chr03	41980000	310	-1.45578
chr03	41990000	200	-1.35843
chr03	42000000	175	-1.39747
chr03	42010000	181	-1.4138
chr03	42020000	161	-1.59652
chr03	42030000	157	-1.63522
chr03	42040000	162	-1.6409
chr03	42050000	171	-1.3083
chr03	42060000	159	-1.19989
chr03	42070000	149	-0.805396
chr03	42080000	149	-0.587104
chr03	42090000	128	-0.413672
chr03	42100000	121	-0.194178
chr03	42110000	107	0.108007
chr03	42120000	156	0.414076
chr03	42130000	144	0.520148
chr03	42140000	124	0.850623
chr03	42150000	113	0.703656
chr03	42160000	128	0.621271
chr03	42170000	123	0.304169
chr03	42180000	128	0.0207056
chr03	42190000	131	-0.0309928
chr03	42200000	128	-0.0875439
chr03	42210000	128	-0.288421
chr03	42220000	58	-0.787837
chr03	42230000	58	-0.787837
chr03	42240000	61	-0.688109
chr03	42250000	57	-0.805913
chr03	42260000	41	-1.18658
chr03	42270000	30	-0.897841
chr03	42280000	17	-0.593133
chr03	42290000	14	-0.296415
chr03	42300000	32	1.09325
chr03	42310000	51	0.727762
chr03	42320000	77	0.11028
chr03	42330000	80	0.0540771
chr03	42340000	83	0.066852
chr03	42350000	84	0.0487169
chr03	42360000	141	0.757978
chr03	42370000	142	0.74483
chr03	42380000	171	0.776317
chr03	42390000	184	0.708405
chr03	42400000	227	0.241716
chr03	42410000	299	-0.0826776
chr03	42420000	395	0.0827548
chr03	42430000	413	0.127627
chr03	42440000	454	0.382718
chr03	42450000	478	0.414704
chr03	42460000	450	0.230647
chr03	42470000	477	0.191771
chr03	42480000	487	0.329981
chr03	42490000	498	0.282714
chr03	42500000	479	0.298159
chr03	42510000	416	0.634652
chr03	42520000	335	0.787542
chr03	42530000	327	0.738699
chr03	42540000	309	0.387035
chr03	42550000	366	0.188623
chr03	42560000	380	0.061774
chr03	42570000	416	-0.0711954
chr03	42580000	417	-0.462502
chr03	42590000	497	-0.0927635
chr03	42600000	572	-0.134312
chr03	42610000	624	-0.312493
chr03	42620000	640	-0.381204
chr03	42630000	679	-0.313449
chr03	42640000	668	-0.344656
chr03	42650000	643	-0.279375
chr03	42660000	647	-0.220806
chr03	42670000	604	-0.158553
chr03	42680000	594	-0.0205671
chr03	42690000	530	-0.374915
chr03	42700000	449	-0.367551
chr03	42710000	421	-0.364351
chr03	42720000	424	-0.35794
chr03	42730000	407	-0.496188
chr03	42740000	420	-0.352273
chr03	42750000	389	-0.429055
chr03	42760000	360	-0.522037
chr03	42770000	372	-0.156348
chr03	42780000	382	-0.169825
chr03	42790000	373	0.151635
chr03	42800000	342	0.249417
chr03	42810000	307	0.353295
chr03	42820000	268	0.445547
chr03	42830000	253	0.4993
chr03	42840000	252	0.188713
chr03	42850000	266	0.0934
chr03	42860000	265	0.199877
chr03	42870000	252	-0.199027
chr03	42880000	241	-0.236779
chr03	42890000	263	-0.336212
chr03	42900000	279	-0.292007
chr03	42910000	273	0.0072245
chr03	42920000	287	0.0308021
chr03	42930000	292	-0.0333388
chr03	42940000	290	-0.0805322
chr03	42950000	280	-0.195562
chr03	42960000	282	-0.240844
chr03	42970000	325	-0.164627
chr03	42980000	316	-0.25096
chr03	42990000	263	-0.407683
chr03	43000000	264	-0.255563
chr03	43010000	261	-0.541638
chr03	43020000	250	-0.769476
chr03	43030000	234	-0.731345
chr03	43040000	240	-0.397478
chr03	43050000	218	-0.213708
chr03	43060000	228	-0.226675
chr03	43070000	209	-0.417174
chr03	43080000	226	-0.389075
chr03	43090000	304	-0.293906
chr03	43100000	291	-0.434082
chr03	43110000	278	-0.282189
chr03	43120000	254	-0.100631
chr03	43130000	248	-0.0701309
chr03	43140000	228	-0.208203
chr03	43150000	265	-0.251958
chr03	43160000	390	0.0326659
chr03	43170000	559	0.20861
chr03	43180000	614	0.256305
chr03	43190000	641	0.29089
chr03	43200000	654	0.247737
chr03	43210000	664	0.19693
chr03	43220000	676	0.193531
chr03	43230000	685	0.209397
chr03	43240000	689	0.217928
chr03	43250000	674	0.234125
chr03	43260000	535	0.237691
chr03	43270000	334	0.226059
chr03	43280000	244	0.2289
chr03	43290000	143	0.144707
chr03	43300000	124	0.318215
chr03	43310000	122	0.623061
chr03	43320000	110	0.688544
chr03	43330000	110	0.711253
chr03	43340000	110	1.0392
chr03	43350000	92	1.41758
chr03	43360000	134	0.234866
chr03	43370000	182	0.217497
chr03	43380000	194	0.290011
chr03	43390000	216	0.535931
chr03	43400000	233	0.69406
chr03	43410000	245	0.557193
chr03	43420000	245	0.557193
chr03	43430000	247	0.597254
chr03	43440000	234	0.479154
chr03	43450000	223	0.476004
chr03	43460000	167	1.03208
chr03	43470000	189	0.516491
chr03	43480000	263	0.172429
chr03	43490000	273	-0.0528872
chr03	43500000	300	-0.162281
chr03	43510000	310	-0.0622811
chr03	43520000	414	-0.234834
chr03	43530000	437	-0.293293
chr03	43540000	472	-0.37819
chr03	43550000	513	-0.281531
chr03	43560000	533	-0.264229
chr03	43570000	458	-0.220976
chr03	43580000	405	-0.0334929
chr03	43590000	404	0.0386655
chr03	43600000	456	-0.165431
chr03	43610000	511	-0.244173
chr03	43620000	447	0.00163348
chr03	43630000	424	0.075175
chr03	43640000	404	0.246499
chr03	43650000	414	0.297193
chr03	43660000	400	0.295229
chr03	43670000	463	0.405644
chr03	43680000	456	0.371059
chr03	43690000	461	0.356814
chr03	43700000	397	0.594099
chr03	43710000	350	0.674604
chr03	43720000	393	0.224769
chr03	43730000	494	-0.0434664
chr03	43740000	551	-0.2243
chr03	43750000	579	-0.358292
chr03	43760000	617	-0.410403
chr03	43770000	574	-0.627987
chr03	43780000	623	-0.5243
chr03	43790000	659	-0.632335
chr03	43800000	710	-0.428904
chr03	43810000	671	-0.414545
chr03	43820000	647	-0.211293
chr03	43830000	591	0.024185
chr03	43840000	587	0.228367
chr03	43850000	585	0.388643
chr03	43860000	605	0.539373
chr03	43870000	643	0.664015
chr03	43880000	617	0.644382
chr03	43890000	632	0.741092
chr03	43900000	598	0.614131
chr03	43910000	675	0.622829
chr03	43920000	662	0.500422
chr03	43930000	669	0.291162
chr03	43940000	674	0.22729
chr03	43950000	710	0.0820507
chr03	43960000	727	-0.0130614
chr03	43970000	737	-0.100599
chr03	43980000	750	-0.0931461
chr03	43990000	714	-0.10876
chr03	44000000	698	-0.118172
chr03	44010000	711	-0.0516667
chr03	44020000	736	0.1238
chr03	44030000	749	0.313728
chr03	44040000	714	0.432204
chr03	44050000	647	0.491022
chr03	44060000	589	0.572099
chr03	44070000	558	0.481317
chr03	44080000	522	0.370033
chr03	44090000	509	0.321272
chr03	44100000	481	0.301681
chr03	44110000	414	0.102589
chr03	44120000	364	-0.0911491
chr03	44130000	319	-0.0566913
chr03	44140000	327	0.00568712
chr03	44150000	301	0.223804
chr03	44160000	371	0.701771
chr03	44170000	336	0.956134
chr03	44180000	317	1.12259
chr03	44190000	295	1.40698
chr03	44200000	302	1.58727
chr03	44210000	294	1.86748
chr03	44220000	278	1.97265
chr03	44230000	301	1.73467
chr03	44240000	327	1.51349
chr03	44250000	374	1.31169
chr03	44260000	359	0.809182
chr03	44270000	430	1.00697
chr03	44280000	493	1.23233
chr03	44290000	502	1.26473
chr03	44300000	633	0.985263
chr03	44310000	619	0.915648
chr03	44320000	633	0.887529
chr03	44330000	598	0.85195
chr03	44340000	526	0.843608
chr03	44350000	468	0.837654
chr03	44360000	389	1.00283
chr03	44370000	309	0.799352
chr03	44380000	237	0.316101
chr03	44390000	227	0.212014
chr03	44400000	145	0.461624
chr03	44410000	241	0.487582
chr03	44420000	228	0.526338
chr03	44430000	206	0.568578
chr03	44440000	201	0.60245
chr03	44450000	191	0.692047
chr03	44460000	191	0.692047
chr03	44470000	191	0.692047
chr03	44480000	191	0.692047
chr03	44490000	172	0.649303
chr03	44500000	160	0.17607
chr03	44510000	97	-0.583501
chr03	44520000	91	-0.626224
chr03	44530000	95	-0.513185
chr03	44540000	107	-0.59964
chr03	44550000	154	-0.462027
chr03	44560000	203	-0.156819
chr03	44570000	213	-0.0997951
chr03	44580000	213	-0.0997951
chr03	44590000	222	-0.0684305
chr03	44600000	171	0.0813848
chr03	44610000	132	0.340498
chr03	44620000	145	0.384105
chr03	44630000	159	0.46618
chr03	44640000	171	0.552576
chr03	44650000	132	0.867731
chr03	44660000	91	0.845804
chr03	44670000	114	0.180474
chr03	44680000	146	-0.0776164
chr03	44690000	150	-0.090251
chr03	44700000	205	0.198289
chr03	44710000	244	0.357671
chr03	44720000	295	0.633534
chr03	44730000	314	0.337701
chr03	44740000	329	0.043021
chr03	44750000	330	-0.0126112
chr03	44760000	376	0.00222008
chr03	44770000	349	0.138103
chr03	44780000	350	0.248646
chr03	44790000	401	0.288479
chr03	44800000	388	0.268122
chr03	44810000	405	0.280009
chr03	44820000	375	0.0856111
chr03	44830000	387	0.396362
chr03	44840000	380	0.644002
chr03	44850000	480	0.629901
chr03	44860000	458	0.581105
chr03	44870000	472	0.547545
chr03	44880000	466	0.597329
chr03	44890000	407	0.619684
chr03	44900000	398	0.44765
chr03	44910000	376	0.145136
chr03	44920000	377	-0.0521563
chr03	44930000	333	-0.222919
chr03	44940000	309	-0.294033
chr03	44950000	220	-0.659359
chr03	44960000	220	-0.424084
chr03	44970000	206	-0.370409
chr03	44980000	189	-0.515897
chr03	44990000	222	-0.48964
chr03	45000000	194	-0.406853
chr03	45010000	163	-0.0756748
chr03	45020000	146	0.338269
chr03	45030000	141	0.262347
chr03	45040000	171	0.686796
chr03	45050000	192	1.05196
chr03	45060000	203	1.2095
chr03	45070000	232	1.1844
chr03	45080000	252	1.16879
chr03	45090000	257	1.49169
chr03	45100000	355	1.11596
chr03	45110000	492	0.910291
chr03	45120000	606	0.813155
chr03	45130000	647	0.794948
chr03	45140000	635	0.784068
chr03	45150000	637	0.758495
chr03	45160000	702	1.02571
chr03	45170000	720	1.06079
chr03	45180000	791	1.0171
chr03	45190000	849	0.920809
chr03	45200000	797	1.03272
chr03	45210000	726	1.15508
chr03	45220000	634	1.2342
chr03	45230000	744	1.15168
chr03	45240000	780	1.2033
chr03	45250000	770	1.17247
chr03	45260000	711	0.983821
chr03	45270000	693	1.01447
chr03	45280000	613	1.11894
chr03	45290000	556	1.06616
chr03	45300000	549	1.06296
chr03	45310000	526	0.913319
chr03	45320000	537	0.796321
chr03	45330000	444	0.900579
chr03	45340000	450	0.665968
chr03	45350000	498	0.727037
chr03	45360000	487	0.495341
chr03	45370000	459	0.337231
chr03	45380000	497	0.297502
chr03	45390000	508	0.379765
chr03	45400000	545	0.360951
chr03	45410000	552	0.368397
chr03	45420000	536	0.418392
chr03	45430000	512	0.396952
chr03	45440000	512	0.612758
chr03	45450000	525	0.514511
chr03	45460000	522	0.542787
chr03	45470000	519	0.544193
chr03	45480000	480	0.543786
chr03	45490000	472	0.651432
chr03	45500000	429	0.612415
chr03	45510000	395	0.692146
chr03	45520000	372	0.778836
chr03	45530000	353	0.774849
chr03	45540000	308	0.492197
chr03	45550000	231	0.347905
chr03	45560000	206	0.293927
chr03	45570000	213	0.210112
chr03	45580000	209	0.137954
chr03	45590000	187	-0.324721
chr03	45600000	199	-0.661556
chr03	45610000	256	-0.419343
chr03	45620000	309	-0.484304
chr03	45630000	342	-0.635139
chr03	45640000	354	-0.75527
chr03	45650000	428	-0.762719
chr03	45660000	542	-0.861117
chr03	45670000	627	-0.906001
chr03	45680000	708	-0.929124
chr03	45690000	761	-0.752639
chr03	45700000	761	-0.634759
chr03	45710000	727	-0.592228
chr03	45720000	689	-0.519164
chr03	45730000	662	-0.497615
chr03	45740000	629	-0.463834
chr03	45750000	538	-0.3961
chr03	45760000	434	-0.136925
chr03	45770000	369	0.180371
chr03	45780000	287	0.559966
chr03	45790000	255	0.48815
chr03	45800000	212	0.486307
chr03	45810000	250	0.163121
chr03	45820000	321	0.468929
chr03	45830000	383	0.613821
chr03	45840000	540	0.549576
chr03	45850000	570	0.633002
chr03	45860000	589	0.720573
chr03	45870000	602	0.699592
chr03	45880000	624	0.654701
chr03	45890000	589	0.719378
chr03	45900000	609	0.62057
chr03	45910000	538	0.767329
chr03	45920000	464	0.560613
chr03	45930000	418	0.539636
chr03	45940000	288	0.660919
chr03	45950000	307	0.794456
chr03	45960000	300	0.485797
chr03	45970000	260	0.541692
chr03	45980000	231	0.66537
chr03	45990000	249	0.636693
chr03	46000000	289	0.873385
chr03	46010000	329	0.78654
chr03	46020000	383	0.825384
chr03	46030000	358	0.747872
chr03	46040000	354	0.602884
chr03	46050000	358	0.00420544
chr03	46060000	417	-0.332126
chr03	46070000	552	-0.661271
chr03	46080000	607	-0.809242
chr03	46090000	668	-1.04935
chr03	46100000	675	-1.25084
chr03	46110000	691	-1.05083
chr03	46120000	708	-0.999293
chr03	46130000	751	-1.02979
chr03	46140000	794	-1.07046
chr03	46150000	765	-1.04389
chr03	46160000	700	-0.907449
chr03	46170000	577	-0.752329
chr03	46180000	592	-0.617446
chr03	46190000	543	-0.503922
chr03	46200000	493	-0.451827
chr03	46210000	497	-0.955565
chr03	46220000	444	-1.29574
chr03	46230000	462	-1.29028
chr03	46240000	462	-1.23999
chr03	46250000	487	-1.2337
chr03	46260000	516	-1.21651
chr03	46270000	538	-1.26624
chr03	46280000	475	-1.39054
chr03	46290000	464	-1.31947
chr03	46300000	464	-1.18187
chr03	46310000	434	-1.08126
chr03	46320000	507	-0.569167
chr03	46330000	482	-0.428522
chr03	46340000	500	-0.138253
chr03	46350000	480	0.0289561
chr03	46360000	465	0.299529
chr03	46370000	486	0.492911
chr03	46380000	579	0.506658
chr03	46390000	590	0.498789
chr03	46400000	586	0.439558
chr03	46410000	606	0.341192
chr03	46420000	520	0.0879901
chr03	46430000	502	0.0351567
chr03	46440000	451	-0.165995
chr03	46450000	497	-0.225821
chr03	46460000	491	-0.398923
chr03	46470000	483	-0.367716
chr03	46480000	422	-0.429248
chr03	46490000	472	-0.11548
chr03	46500000	488	-0.0100167
chr03	46510000	441	0.154968
chr03	46520000	441	0.179068
chr03	46530000	481	0.144406
chr03	46540000	496	0.129768
chr03	46550000	447	0.209661
chr03	46560000	426	0.227993
chr03	46570000	430	0.125373
chr03	46580000	458	0.0271502
chr03	46590000	419	-0.279907
chr03	46600000	423	-0.42569
chr03	46610000	420	-0.444682
chr03	46620000	424	-0.444735
chr03	46630000	428	-0.0477577
chr03	46640000	425	0.182392
chr03	46650000	462	0.400248
chr03	46660000	480	0.473043
chr03	46670000	448	0.511751
chr03	46680000	423	0.701851
chr03	46690000	391	0.82793
chr03	46700000	370	0.911927
chr03	46710000	397	0.823588
chr03	46720000	400	0.79893
chr03	46730000	331	0.575598
chr03	46740000	313	0.462425
chr03	46750000	288	0.174264
chr03	46760000	302	0.117622
chr03	46770000	314	0.216433
chr03	46780000	310	0.137464
chr03	46790000	290	0.164612
chr03	46800000	273	0.200218
chr03	46810000	237	0.288754
chr03	46820000	202	0.441715
chr03	46830000	215	0.399485
chr03	46840000	188	0.32867
chr03	46850000	150	0.304638
chr03	46860000	110	0.162851
chr03	46870000	95	-0.0769078
chr03	46880000	59	-0.776865
chr03	46890000	59	-0.776865
chr03	46900000	56	-0.672623
chr03	46910000	61	-0.792235
chr03	46920000	60	-0.757378
chr03	46930000	42	-0.770543
chr03	46940000	40	-0.716424
chr03	46950000	40	-0.716424
chr03	46960000	35	-0.623207
chr03	46970000	15	-1.57383
chr03	46980000	5	-1.43411
chr03	46990000	5	-1.43411
chr03	47000000	5	-1.43411
chr04	0	146	0.0699188
chr04	10000	164	-0.0394641
chr04	20000	160	-0.063246
chr04	30000	161	-0.521141
chr04	40000	160	-0.566346
chr04	50000	141	-0.609155
chr04	60000	107	-0.696189
chr04	70000	123	-0.526501
chr04	80000	150	-0.33225
chr04	90000	180	-0.519978
chr04	100000	282	-0.49438
chr04	110000	355	-0.139697
chr04	120000	442	0.122363
chr04	130000	515	0.507931
chr04	140000	632	0.59955
chr04	150000	712	0.647165
chr04	160000	722	0.661012
chr04	170000	708	0.666615
chr04	180000	681	0.670147
chr04	190000	678	0.744418
chr04	200000	635	0.8112
chr04	210000	601	0.70478
chr04	220000	510	0.619986
chr04	230000	453	0.251325
chr04	240000	366	-0.0979572
